id,en,el,nl,fr,de,es,it,pt,tr,bg,ru,hi,ja
admin.account.changePassword,Change Password,Αλλαγή κωδικού,Wachtwoord wijzigen,Changer le mot de passe,Passwort ändern,Cambia la contraseña,Cambia la password,Mudar senha,Şifre değiştir,Промяна на парола,Изменить пароль,पासवर्ड बदलें,パスワードを変更する
admin.account.logout,Logout,Αποσύνδεση,Uitloggen,Se déconnecter,Ausloggen,Cerrar sesión,Disconnettersi,Sair,Çıkış Yap,Излезте от профила си,Выйти,लॉग आउट,ログアウト
admin.forgot.header,Forgot Password,Ξέχασες τον κωδικό,Wachtwoord vergeten,Mot de passe oublié,Passwort vergessen,Se te olvidó tu contraseña,Ha dimenticato la password,Esqueceu a senha,Parolanızı mı unuttunuz?,Забравена парола,Забыл пароль,पासवर्ड भूल गए,パスワードをお忘れですか
admin.forgot.submit,Submit,Υποβολή,Verzenden,Soumettre,Einreichen,Enviar,Invia,Enviar,İlerle,Изпращане,Разместить,प्रस्तुत,登録
admin.forgot.alreadyKnow,Already know your password and don't want to change it?,Γνωρίζεις ήδη τον κωδικό πρόσβασής σου και δεν θέλεις να τον αλλάξεις;,Ken je je wachtwoord al en wilt je het niet wijzigen?,Vous connaissez déjà votre mot de passe et vous ne souhaitez pas le modifier?,Kennen Sie Ihr Passwort bereits und möchten es nicht ändern?,¿Ya conoces tu contraseña y no quieres cambiarla?,Conosci già la tua password e non vuoi cambiarla?,Já conhece sua senha e não deseja alterá-la?,Şifrenizi zaten biliyorsunuz ve değiştirmek istemiyor musunuz?,Вече знаете паролата си и не искате да я променяте?,Уже знаете свой пароль и не хотите его менять?,पहले से ही अपना पासवर्ड पता है और इसे बदलना नहीं चाहते हैं?,すでにパスワードをご存知で、変更は不要ですね？
admin.forgot.emailInvalid,Email is invalid.,Το μήνυμα ηλεκτρονικού ταχυδρομείου δεν είναι έγκυρο.,Email is ongeldig.,Email invalide,E-Mail ist ungültig.,El correo electrónico es invalido.,L'email non è valida.,Email inválido.,E-posta geçersiz.,Невалиден e-mail,Адрес электронной почты недействителен.,ईमेल अमान्य है।,メールアドレスが無効です
admin.forgot.successHeader,Well Done!,Μπράβο!,Goed gedaan!,Bien joué!,Gut gemacht!,¡Bien hecho!,Molto bene!,Bem feito!,Tebrikler!,Много добре!,Отлично сработано!,बहुत बढ़िया!,完了！
admin.forgot.successMsg,You will shortly receive an email to reset your password.,Θα λάβεις σύντομα ένα μήνυμα ηλεκτρονικού ταχυδρομείου για να επαναφέρεις τον κωδικό πρόσβασής σου.,Je ontvangt binnenkort een e-mail om je wachtwoord opnieuw in te stellen.,Vous recevrez sous peu un e-mail pour réinitialiser votre mot de passe.,"Sie erhalten in Kürze eine E-Mail, um Ihr Passwort zurückzusetzen.",En breve recibirá un correo electrónico para restablecer su contraseña.,A breve riceverai un'email per reimpostare la password.,"Em breve, você receberá um e-mail para redefinir sua senha.",Parolanızı sıfırlamak için kısa süre içinde bir e-posta alacaksınız.,"Скоро ще получите e-mail, за да нулирате паролата си.",Вскоре вы получите электронное письмо для сброса пароля.,आपको शीघ्र ही अपना पासवर्ड रीसेट करने के लिए एक ईमेल प्राप्त होगा।,パスワードをリセットするためのメールがまもなく届きます。
admin.updatePassword.header,Update Password,Ενημέρωση κωδικού πρόσβασης,Wachtwoord aanpassen,Mettre à jour le mot de passe,Kennwort aktualisieren,Actualiza contraseña,Aggiorna password,Atualizar senha,Şifreyi güncelle,Актуализиране на парола,Обновить пароль,पासवर्ड अपडेट करें,パスワードを更新する
admin.updatePassword.subHeader,Please provide your new password,"Παρακαλώ, είσαγε το νέο σου κωδικό πρόσβασης",Geef uw nieuwe wachtwoord op,Veuillez fournir votre nouveau mot de passe,Bitte geben Sie Ihr neues Passwort an,Por favor proporcione su nueva contraseña,Fornisci la tua nuova password,Forneça sua nova senha,Lütfen yeni şifrenizi girin,"Моля, въведете новата си парола","Пожалуйста, введите ваш новый пароль",कृपया अपना नया पासवर्ड प्रदान करें,新しいパスワードを入力してください
admin.updatePassword.confirmPassword,Confirm Password,Επιβεβαίωση Κωδικού,Wachtwoord bevestigen,Confirmez le mot de passe,Kennwort bestätigen,Confirmar contraseña,conferma password,Confirme a Senha,Şifreyi Onayla,Потвърждение на паролата,Подтвердите Пароль,पासवर्ड की पुष्टि कीजिये,パスワードを認証
admin.store.minutes,minutes,Λεπτά,minuten,Minutes,Protokoll,minutos,minuti,minutos,Dakika,Минути,минут,मिनट,分
admin.store.closeOrder,Confirm Order,Επιβεβαίωση παραγγελίας,Bestelling bevestigen,Confirmer la commande,Bestellung bestätigen,Orden cerrada,Chiudi ordine,Fechar ordem,Siparişi Onayla,Затворете поръчката,Закрыть заказ,आदेश बंद करें,注文を確認する
admin.store.acceptOrder,Accept order,Αποδοχή παραγγελίας,Bestelling accepteren,Accepter la commande,Bestellung annehmen,Aceptar orden,Accetta l'ordine,Aceitar pedido,Siparişi Kabul et,Приемете поръчка,Принять заказ,आदेश स्वीकार करें,注文を受け入れる
admin.store.acceptOrderMarkReady,Accept order and mark as ready,Αποδοχή παραγγελίας και σήμανση ως έτοιμη,Bestelling accepteren en als gereed markeren,Accepter la commande et marquer comme prête,Bestellung annehmen und als fertig markieren,Aceptar pedido y marcar como listo,Accetta l'ordine e contrassegna come pronto,Aceitar pedido e marcar como pronto,Siparişi kabul et ve hazır olarak işaretle,Приемете поръчката и маркирайте като готов,Принять заказ и отметить как готовый,आदेश स्वीकार करें और तैयार के रूप में चिह्नित करें,注文を受付、直ちに準備完了にする
admin.store.acceptOrderEstimatedTime,Accept order and include an estimated time,Αποδοχή παραγγελίας και συμπερίληψη εκτιμώμενου χρόνου,Bestelling accepteren en een ​​geschatte tijd invoeren,Accepter la commande et indiquer le délai de préparation,Bestellung annehmen und geschätzte Zeit angeben,Aceptar pedido e incluir un tiempo estimado,Accetta l'ordine e includi un tempo stimato,Aceite o pedido e inclua um tempo estimado,Siparişi kabul et ve tahmini bir zaman ekle,Приемете поръчката и включете приблизително време,Принять заказ и указать расчетное время,आदेश स्वीकार करें और अनुमानित समय शामिल करें,注文を受付、準備時間を設定する
admin.store.minutesValidationMsg,The minutes should be a valid positive number,Τα λεπτά πρέπει να είναι ένας έγκυρος θετικός αριθμός,De minuten moeten een geldig positief getal zijn,Les minutes doivent être un nombre positif valide,Das Protokoll sollte eine gültige positive Zahl sein,Los minutos deben ser un número positivo válido.,I minuti dovrebbero essere un numero positivo valido,Os minutos devem ser um número positivo válido,Süre geçerli bir pozitif sayı olmalıdır,Протоколът трябва да е валидно положително число,Протокол должен быть действительным положительным числом,मिनट एक वैध सकारात्मक संख्या होनी चाहिए,「分」は正の整数で入力してください
admin.store.list.storesList,Stores List,Λίστα καταστημάτων,Winkelslijst,Liste des magasins,Geschäftsliste,Lista de tiendas,Elenco negozi,Lista de Lojas,Mağazalar Listesi,Списък с обекти,Список магазинов,भंडार सूची,店舗リスト
admin.store.list.searchByAlias,Input GonnaOrder Domain (min 6 characters),Εισαγωγή domain Gonnaorder (min 6 χαρακτήρες),Voer een GonnaOrder Domain in (min. 6 tekens),Entrez le domaine GonnaOrder (min 6 caractères),Geben Sie die GonnaOrder-Domain ein (mindestens 6 Zeichen).,Ingrese el dominio de GonnaOrder (mínimo 6 caracteres),Inserisci dominio GonnaOrder (minimo 6 caratteri),Domínio de entrada GonnaOrder (mínimo de 6 caracteres),GonnaOrder Alan Adını Girin (en az 6 karakter),Въведете домейна на GonnaOrder (мин. 6 знака),Входной домен GonnaOrder (не менее 6 символов),इनपुट गोनेरऑडर डोमेन (न्यूनतम 6 वर्ण),ゴナオーダードメインを入力（最低6文字）
admin.store.storeimages,Store Images,Αποθήκευση εικόνων,Afbeeldingen opslaan,Stocker des images,Bilder speichern,Almacenar imágenes,Memorizza immagini,Imagens da loja,Mağaza Resimleri,Съхранявайте изображения,Хранить изображения,चित्र स्टोर करें,店舗イメージ画像
